NCD_0,NCD_1,NCD_2,NCD_3,NCD_4,NCD_5,NCD_6,AI_0,AI_1,AI_2,AI_3,AI_4,AI_5,AI_6,AS(NA)_0,AS(NA)_1,AS(NA)_2,AS(NA)_3,AS(NA)_4,AS(NA)_5,AS(NA)_6,BL_0,BL_1,BL_2,BL_3,BL_4,BL_5,BL_6,NAC_0,NAC_1,NAC_2,NAC_3,NAC_4,NAC_5,NAC_6,AS(NAC)_0,AS(NAC)_1,AS(NAC)_2,AS(NAC)_3,AS(NAC)_4,AS(NAC)_5,AS(NAC)_6,CS_0,CS_1,CS_2,CS_3,CS_4,CS_5,CS_6,AT_0,AT_1,AT_2,AT_3,AT_4,AT_5,AT_6,NA_0,NA_1,NA_2,NA_3,NA_4,NA_5,NA_6,ADL_0,ADL_1,ADL_2,ADL_3,ADL_4,ADL_5,ADL_6,NAD_0,NAD_1,NAD_2,NAD_3,NAD_4,NAD_5,NAD_6,Annotation
0,1,0,2,0,1,5,0,0,0,1,0,1,1,0.000000,0.000002,0.000000,0.000003,0.000000,0.000002,0.000004,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0,1,0,2,0,1,5,0.000000,0.000001,0.000000,0.000002,0.000000,0.000001,0.000005,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0,1,0,2,0,1,2,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0,1,0,2,0,1,5,2.5
1,0,2,0,1,5,3,0,0,1,0,1,1,1,0.000002,0.000000,0.000003,0.000000,0.000002,0.000004,0.000004,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1,0,2,0,1,5,3,0.000001,0.000000,0.000002,0.000000,0.000001,0.000005,0.000002,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1,0,2,0,1,2,2,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1,0,2,0,1,5,3,1.0
0,2,0,1,5,3,2,0,1,0,1,1,1,1,0.000000,0.000003,0.000000,0.000002,0.000004,0.000004,0.000003,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0,2,0,1,5,3,2,0.000000,0.000002,0.000000,0.000001,0.000005,0.000002,0.000002,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0,2,0,1,2,2,2,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0,2,0,1,5,3,2,0.5
2,0,1,5,3,2,0,1,0,1,1,1,1,0,0.000003,0.000000,0.000002,0.000004,0.000004,0.000003,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,2,0,1,5,3,2,0,0.000002,0.000000,0.000001,0.000005,0.000002,0.000002,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,2,0,1,2,2,2,0,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,2,0,1,5,3,2,0,0.5
0,1,5,3,2,0,1,0,1,1,1,1,0,1,0.000000,0.000002,0.000004,0.000004,0.000003,0.000000,0.000002,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0,1,5,3,2,0,1,0.000000,0.000001,0.000005,0.000002,0.000002,0.000000,0.000001,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0,1,2,2,2,0,1,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0,1,5,3,2,0,1,0.5
0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.000000,0.000002,0.000000,0.000002,0.000000,0.000002,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1,0,1,0,1,0,0.000000,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1,0,1,0,1,0,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1,0,1,0,1,0,1.0
1,0,1,0,1,0,2,1,0,0,0,0,0,2,0.000002,0.000000,0.000002,0.000000,0.000002,0.000000,0.000003,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1,0,1,0,1,0,2,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000,0.000002,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1,0,1,0,1,0,2,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1,0,1,0,1,0,2,0.5
0,1,0,1,0,2,0,0,0,0,0,0,2,0,0.000000,0.000002,0.000000,0.000002,0.000000,0.000003,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1,0,1,0,2,0,0.000000,0.000001,0.000000,0.000001,0.000000,0.000002,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1,0,1,0,2,0,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1,0,1,0,2,0,0.5
1,0,1,0,2,0,1,0,0,0,0,2,0,1,0.000002,0.000000,0.000002,0.000000,0.000003,0.000000,0.000016,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1,0,1,0,2,0,1,0.000001,0.000000,0.000001,0.000000,0.000002,0.000000,0.000010,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1,0,1,0,2,0,1,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1,0,1,0,2,0,1,0.0
0,1,0,2,0,1,0,0,0,0,2,0,1,0,0.000000,0.000002,0.000000,0.000003,0.000000,0.000016,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1,0,2,0,1,0,0.000000,0.000001,0.000000,0.000002,0.000000,0.000010,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1,0,2,0,1,0,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1,0,2,0,1,0,0.0
2,0,1,0,0,0,4,2,0,1,0,0,0,4,0.000003,0.000000,0.000016,0.000000,0.000000,0.000000,0.000007,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,2,0,1,0,0,0,4,0.000002,0.000000,0.000010,0.000000,0.000000,0.000000,0.000003,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,2,0,1,0,0,0,4,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,2,0,1,0,0,0,4,2.5
0,1,0,0,0,4,4,0,1,0,0,0,4,2,0.000000,0.000016,0.000000,0.000000,0.000000,0.000007,0.000007,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,1,0,0,0,4,4,0.000000,0.000010,0.000000,0.000000,0.000000,0.000003,0.000003,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,1,0,0,0,4,4,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,1,0,0,0,4,4,0.5
1,0,0,0,4,4,1,1,0,0,0,4,2,1,0.000016,0.000000,0.000000,0.000000,0.000007,0.000007,0.000002,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1,0,0,0,4,4,1,0.000010,0.000000,0.000000,0.000000,0.000003,0.000003,0.000001,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1,0,0,0,4,4,1,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1,0,0,0,4,4,1,0.0
1,0,0,0,2,1,7,1,0,0,0,2,0,5,0.000002,0.000000,0.000000,0.000000,0.000004,0.000002,0.000012,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1,0,0,0,2,1,7,0.000001,0.000000,0.000000,0.000000,0.000002,0.000001,0.000006,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1,0,0,0,2,1,7,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1,0,0,0,2,1,7,2.0
2,1,7,2,2,3,0,2,0,5,2,2,2,0,0.000004,0.000002,0.000012,0.000003,0.000004,0.000006,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,2,1,7,2,2,3,0,0.000002,0.000001,0.000006,0.000002,0.000002,0.000003,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,2,1,7,2,2,3,0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,2,1,7,2,2,3,0,0.5
3,0,1,0,2,4,2,2,0,2,0,1,0,0,0.000006,0.000000,0.000004,0.000000,0.000003,0.000007,0.000003,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,3,0,2,0,2,4,2,0.000003,0.000000,0.000002,0.000000,0.000002,0.000003,0.000002,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,2.000000,0.000000,1.000000,1.000000,1.000000,3,0,2,0,2,4,2,1.000000,0.000000,2.000000,0.000000,1.000000,1.000000,1.000000,3,0,1,0,2,4,2,1.0
0,1,0,2,4,2,2,0,2,0,1,0,0,1,0.000000,0.000004,0.000000,0.000003,0.000007,0.000003,0.000004,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0,2,0,2,4,2,2,0.000000,0.000002,0.000000,0.000002,0.000003,0.000002,0.000002,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,2.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0,2,0,2,4,2,2,0.000000,2.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0,1,0,2,4,2,2,0.0
1,0,2,4,2,2,0,2,0,1,0,0,1,0,0.000004,0.000000,0.000003,0.000007,0.000003,0.000004,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,2,0,2,4,2,2,0,0.000002,0.000000,0.000002,0.000003,0.000002,0.000002,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,2.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,2,0,2,4,2,2,0,2.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1,0,2,4,2,2,0,1.0
4,2,2,0,0,2,6,0,0,1,0,0,2,2,0.000007,0.000003,0.000004,0.000000,0.000000,0.000003,0.000009,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,4,2,2,0,0,2,6,0.000003,0.000002,0.000002,0.000000,0.000000,0.000002,0.000005,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,4,2,2,0,0,2,5,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,4,2,2,0,0,2,6,3.0
2,0,0,2,6,1,5,1,0,0,2,2,0,2,0.000004,0.000000,0.000000,0.000003,0.000009,0.000002,0.000005,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,2,0,0,2,6,1,5,0.000002,0.000000,0.000000,0.000002,0.000005,0.000001,0.000004,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,2,0,0,2,5,1,3,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,2,0,0,2,6,1,5,0.5
5,0,1,2,1,5,7,2,0,0,0,0,2,1,0.000005,0.000000,0.000002,0.000004,0.000002,0.000003,0.000006,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,5,0,1,2,1,5,7,0.000004,0.000000,0.000001,0.000002,0.000001,0.000004,0.000006,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,3,0,1,2,1,2,3,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,5,0,1,2,1,5,7,0.5
0,1,2,1,5,7,1,0,0,0,0,2,1,1,0.000000,0.000002,0.000004,0.000002,0.000003,0.000006,0.000002,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0,1,2,1,5,7,1,0.000000,0.000001,0.000002,0.000001,0.000004,0.000006,0.000001,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0,1,2,1,2,3,1,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0,1,2,1,5,7,1,0.0
1,2,1,5,7,1,0,0,0,0,2,1,1,0,0.000002,0.000004,0.000002,0.000003,0.000006,0.000002,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1,2,1,5,7,1,0,0.000001,0.000002,0.000001,0.000004,0.000006,0.000001,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1,2,1,2,3,1,0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1,2,1,5,7,1,0,0.0
1,0,0,0,2,3,2,1,0,0,0,0,0,0,0.000002,0.000000,0.000000,0.000000,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1,0,0,0,2,3,3,0.000001,0.000000,0.000000,0.000000,0.000002,0.000002,0.000002,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.500000,1,0,0,0,2,2,2,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.500000,1,0,0,0,2,3,2,3.0
0,2,3,2,1,5,0,0,0,0,0,1,4,0,0.000000,0.000003,0.000003,0.000003,0.000002,0.000009,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0,2,3,3,1,5,0,0.000000,0.000002,0.000002,0.000002,0.000001,0.000004,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.500000,1.000000,1.000000,0.000000,0,2,2,2,1,5,0,0.000000,1.000000,1.000000,1.500000,1.000000,1.000000,0.000000,0,2,3,2,1,5,0,4.5
2,1,5,0,2,7,3,0,1,4,0,2,3,2,0.000003,0.000002,0.000009,0.000000,0.000003,0.000012,0.000005,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,3,1,5,0,2,7,3,0.000002,0.000001,0.000004,0.000000,0.000002,0.000005,0.000002,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.500000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,2,1,5,0,2,7,3,1.500000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,2,1,5,0,2,7,3,14.0
1,5,0,2,7,3,10,1,4,0,2,3,2,6,0.000002,0.000009,0.000000,0.000003,0.000012,0.000005,0.000017,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1,5,0,2,7,3,10,0.000001,0.000004,0.000000,0.000002,0.000005,0.000002,0.000008,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1,5,0,2,7,3,10,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1,5,0,2,7,3,10,9.0
5,0,2,7,3,10,18,4,0,2,3,2,6,12,0.000009,0.000000,0.000003,0.000012,0.000005,0.000017,0.000029,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,5,0,2,7,3,10,18,0.000004,0.000000,0.000002,0.000005,0.000002,0.000008,0.000015,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,5,0,2,7,3,10,17,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,5,0,2,7,3,10,18,0.0
0,2,7,3,10,18,0,0,2,3,2,6,12,0,0.000000,0.000003,0.000012,0.000005,0.000017,0.000029,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0,2,7,3,10,18,0,0.000000,0.000002,0.000005,0.000002,0.000008,0.000015,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0,2,7,3,10,17,0,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0,2,7,3,10,18,0,1.5
1,0,0,1,0,0,2,1,0,0,1,0,0,2,0.000002,0.000000,0.000000,0.000002,0.000000,0.000000,0.000003,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1,0,0,1,0,0,2,0.000001,0.000000,0.000000,0.000001,0.000000,0.000000,0.000002,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1,0,0,1,0,0,2,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1,0,0,1,0,0,2,0.0
0,1,0,1,0,1,0,0,1,0,1,0,0,0,0.000000,0.000002,0.000000,0.000002,0.000000,0.000002,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1,0,1,0,1,0,0.000000,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1,0,1,0,1,0,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1,0,1,0,1,0,0.0
1,0,1,0,0,0,2,1,0,0,0,0,0,1,0.000002,0.000000,0.000002,0.000000,0.000000,0.000000,0.000003,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1,0,1,0,0,0,2,0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.000002,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1,0,1,0,0,0,2,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1,0,1,0,0,0,2,0.0
0,1,0,0,0,2,0,0,0,0,0,0,1,0,0.000000,0.000002,0.000000,0.000000,0.000000,0.000003,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0,1,0,0,0,2,0,0.000000,0.000001,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0,1,0,0,0,2,0,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0,1,0,0,0,2,0,0.5
0,1,0,1,0,2,1,0,1,0,0,0,1,0,0.000000,0.000002,0.000000,0.000002,0.000000,0.000003,0.000002,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0,1,0,1,0,2,1,0.000000,0.000001,0.000000,0.000001,0.000000,0.000002,0.000001,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0,1,0,1,0,2,1,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0,1,0,1,0,2,1,0.5
0,1,0,2,1,1,0,0,0,0,1,0,1,0,0.000000,0.000002,0.000000,0.000003,0.000002,0.000002,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0,1,0,2,1,1,0,0.000000,0.000001,0.000000,0.000002,0.000001,0.000001,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0,1,0,2,1,1,0,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0,1,0,2,1,1,0,0.5
1,0,0,1,2,2,0,1,0,0,1,0,0,0,0.000002,0.000000,0.000000,0.000002,0.000002,0.000002,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1,0,0,1,2,2,0,0.000001,0.000000,0.000000,0.000001,0.000002,0.000002,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1,0,0,1,1,1,0,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1,0,0,1,2,2,0,1.5
0,1,2,2,0,3,0,0,1,0,0,0,0,0,0.000000,0.000002,0.000002,0.000002,0.000000,0.000002,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0,1,2,2,0,3,0,0.000000,0.000001,0.000002,0.000002,0.000000,0.000002,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0,1,1,1,0,1,0,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0,1,2,2,0,3,0,1.0
0,1,0,1,0,0,3,0,0,0,1,0,0,1,0.000000,0.000002,0.000000,0.000002,0.000000,0.000000,0.000003,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0,1,0,1,0,0,3,0.000000,0.000001,0.000000,0.000001,0.000000,0.000000,0.000002,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0,1,0,1,0,0,2,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0,1,0,1,0,0,3,0.0
1,0,1,0,0,3,0,0,0,1,0,0,1,0,0.000002,0.000000,0.000002,0.000000,0.000000,0.000003,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1,0,1,0,0,3,0,0.000001,0.000000,0.000001,0.000000,0.000000,0.000002,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1,0,1,0,0,2,0,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1,0,1,0,0,3,0,2.0
1,0,0,3,0,0,4,1,0,0,1,0,0,0,0.000002,0.000000,0.000000,0.000003,0.000000,0.000000,0.000002,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1,0,0,3,0,0,4,0.000001,0.000000,0.000000,0.000002,0.000000,0.000000,0.000003,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1,0,0,2,0,0,1,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1,0,0,3,0,0,4,0.5
0,1,0,1,3,0,1,0,0,0,1,1,0,1,0.000000,0.000002,0.000000,0.000002,0.000005,0.000000,0.000002,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0,1,0,1,3,0,1,0.000000,0.000001,0.000000,0.000001,0.000002,0.000000,0.000001,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0,1,0,1,3,0,1,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0,1,0,1,3,0,1,1.0
1,0,1,3,0,1,2,0,0,1,1,0,1,1,0.000002,0.000000,0.000002,0.000005,0.000000,0.000002,0.000003,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1,0,1,3,0,1,2,0.000001,0.000000,0.000001,0.000002,0.000000,0.000001,0.000002,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1,0,1,3,0,1,2,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1,0,1,3,0,1,2,0.5
1,0,0,1,0,2,0,0,0,0,1,0,1,0,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1,0,0,1,0,2,0,0.000001,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1,0,0,1,0,1,0,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1,0,0,1,0,2,0,0.5
0,1,0,2,0,1,0,0,1,0,1,0,1,0,0.000000,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1,0,2,0,1,0,0.000000,0.000000,0.000000,0.000001,0.000000,0.000001,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1,0,1,0,1,0,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0,1,0,2,0,1,0,2.0
0,2,0,1,0,1,3,0,1,0,1,0,1,3,0.000000,0.000001,0.000000,0.000001,0.000000,0.000001,0.000003,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0,2,0,1,0,1,3,0.000000,0.000001,0.000000,0.000001,0.000000,0.000001,0.000002,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0,1,0,1,0,1,3,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0,2,0,1,0,1,3,0.5
2,0,1,0,1,3,0,1,0,1,0,1,3,0,0.000001,0.000000,0.000001,0.000000,0.000001,0.000003,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,2,0,1,0,1,3,0,0.000001,0.000000,0.000001,0.000000,0.000001,0.000002,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1,0,1,0,1,3,0,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,2,0,1,0,1,3,0,1.0
0,1,0,1,3,0,1,0,1,0,1,3,0,1,0.000000,0.000001,0.000000,0.000001,0.000003,0.000000,0.000001,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0,1,0,1,3,0,1,0.000000,0.000001,0.000000,0.000001,0.000002,0.000000,0.000001,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0,1,0,1,3,0,1,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0,1,0,1,3,0,1,1.0
